VenueID,VenueType,SummaryLength,RedactedTokens,InferenceTime_ms,Score,AgentID
12,Research Lab,43,18,1728.36,0.84,A1247
12,Research Lab,180,12,1199.91,0.61,A1737
12,Research Lab,125,27,1825.81,0.93,A1416
12,Research Lab,81,25,895.57,0.64,A1500
12,Research Lab,65,22,1536.56,0.63,A1568
12,Research Lab,78,18,1896.01,0.83,A1776
12,Research Lab,50,25,1314.06,0.8,A1246
12,Research Lab,58,5,1146.12,0.7,A1707
12,Research Lab,152,9,868.91,0.95,A1487
12,Research Lab,46,10,1240.69,0.95,A1661
12,Research Lab,107,24,1503.21,0.73,A1728
12,Research Lab,90,20,1424.71,0.81,A1502
12,Research Lab,92,23,1045.51,0.98,A1458
12,Research Lab,43,10,1461.32,0.96,A1811
12,Research Lab,46,13,906.46,0.81,A1017
12,Research Lab,62,17,764.67,0.83,A1095
12,Research Lab,150,24,1021.86,0.73,A1301
12,Research Lab,53,13,1150.31,0.62,A1226
12,Research Lab,131,16,1292.43,0.6,A1414
12,Research Lab,86,20,1190.88,0.77,A1708
12,Research Lab,103,22,1674.51,0.65,A1249
12,Research Lab,113,9,1024.93,0.7,A1313
12,Research Lab,164,17,695.2,0.65,A1679
12,Research Lab,43,16,892.79,0.84,A1595
12,Research Lab,43,0,1163.6,0.64,A1377
12,Research Lab,47,28,1077.73,0.7,A1484
12,Research Lab,75,17,1796.63,0.83,A1566
12,Research Lab,160,17,1300.24,0.67,A1543
12,Research Lab,196,15,1518.6,0.74,A1352
12,Research Lab,56,6,1250.26,0.97,A1435
12,Research Lab,78,8,1881.43,0.92,A1763
12,Research Lab,57,25,1078.68,0.71,A1563
12,Research Lab,40,25,1662.5,0.91,A1338
12,Research Lab,58,4,726.18,0.76,A1360
12,Research Lab,140,29,1133.26,0.92,A1719
12,Research Lab,157,29,1814.06,0.61,A1464
12,Research Lab,176,21,997.52,0.77,A1277
12,Research Lab,156,11,1079.08,0.62,A1313
12,Research Lab,42,6,1129.7,0.68,A1257
12,Research Lab,147,26,1442.23,0.68,A1236
12,Research Lab,50,3,1007.88,0.8,A1123
12,Research Lab,61,1,954.81,0.92,A1738
12,Research Lab,173,9,1339.96,0.76,A1197
12,Research Lab,183,13,1603.87,0.66,A1323
12,Research Lab,158,16,813.51,0.62,A1122
12,Research Lab,81,20,1287.81,0.8,A1760
12,Research Lab,113,26,1022.25,0.77,A1548
12,Research Lab,150,2,1270.49,0.67,A1973
13,Law Firm,131,28,1038.53,0.76,A1196
13,Law Firm,116,28,1159.24,0.79,A1221
13,Law Firm,175,7,1140.67,0.8,A1756
13,Law Firm,124,2,1256.73,0.63,A1495
13,Law Firm,126,15,1504.04,0.82,A1283
13,Law Firm,116,20,1253.1,0.62,A1741
13,Law Firm,54,6,1831.1,0.62,A1603
13,Law Firm,149,7,1378.92,0.72,A1778
13,Law Firm,89,11,1435.5,0.66,A1537
13,Law Firm,62,10,1534.88,0.87,A1611
13,Law Firm,64,17,1491.06,0.67,A1289
13,Law Firm,131,18,838.52,0.73,A1102
13,Law Firm,199,14,1734.46,0.83,A1852
13,Law Firm,107,13,898.41,0.99,A1198
13,Law Firm,106,25,1659.06,0.72,A1303
13,Law Firm,133,12,1399.48,0.69,A1232
13,Law Firm,64,19,1348.86,0.86,A1369
13,Law Firm,84,17,1039.4,0.73,A1183
13,Law Firm,115,14,1803.14,0.85,A1309
13,Law Firm,186,2,902.79,0.73,A1014
13,Law Firm,65,13,1892.11,0.89,A1725
13,Law Firm,190,23,1146.37,0.91,A1546
13,Law Firm,121,11,1033.78,0.83,A1129
13,Law Firm,186,27,1679.75,0.91,A1280
13,Law Firm,165,16,1034.81,0.86,A1046
13,Law Firm,165,22,1823.3,0.82,A1997
13,Law Firm,189,15,1584.6,0.99,A1055
13,Law Firm,111,11,1389.93,0.88,A1566
13,Law Firm,124,25,1025.47,0.86,A1299
13,Law Firm,146,22,847.84,0.83,A1714
13,Law Firm,116,10,826.34,0.86,A1966
13,Law Firm,142,22,981.02,0.72,A1129
13,Law Firm,127,18,1038.98,0.78,A1653
13,Law Firm,123,26,1414.83,0.7,A1889
13,Law Firm,176,20,1612.95,0.89,A1770
13,Law Firm,151,12,1293.94,0.79,A1502
13,Law Firm,126,19,1040.56,0.83,A1105
13,Law Firm,64,25,729.64,0.6,A1893
13,Law Firm,173,10,1498.18,0.61,A1012
13,Law Firm,181,1,927.54,0.97,A1587
13,Law Firm,156,2,933.19,0.65,A1291
13,Law Firm,74,29,1613.49,0.85,A1480
13,Law Firm,192,12,883.22,0.83,A1490
13,Law Firm,183,1,1195.41,0.84,A1451
13,Law Firm,190,18,739.66,0.7,A1348
13,Law Firm,81,18,1451.63,0.66,A1188
13,Law Firm,119,11,1048.49,0.77,A1988
13,Law Firm,84,5,1582.1,0.83,A1052
13,Law Firm,109,8,1221.38,0.68,A1258
13,Law Firm,127,19,811.95,0.74,A1963
13,Law Firm,54,3,1601.08,0.91,A1882
13,Law Firm,171,16,1554.77,0.61,A1489
13,Law Firm,138,24,1167.79,0.82,A1116
13,Law Firm,185,14,1499.83,0.86,A1841
13,Law Firm,52,3,1394.85,0.62,A1066
13,Law Firm,149,8,1090.82,0.65,A1410
13,Law Firm,50,2,1082.16,0.74,A1503
13,Law Firm,112,19,791.13,0.8,A1075
13,Law Firm,95,27,1367.91,0.72,A1590
13,Law Firm,128,17,1256.26,0.73,A1644
13,Law Firm,169,24,1359.33,0.68,A1702
13,Law Firm,109,2,1686.75,0.72,A1054
13,Law Firm,121,10,1587.08,0.69,A1155
13,Law Firm,98,27,1429.23,0.7,A1152
13,Law Firm,150,29,1232.82,0.74,A1830
13,Law Firm,74,22,1222.73,0.66,A1576
13,Law Firm,141,3,747.54,0.62,A1971
13,Law Firm,150,21,852.91,0.64,A1311
13,Law Firm,111,17,1497.07,0.94,A1087
13,Law Firm,46,26,1023.91,0.91,A1254
13,Law Firm,75,24,1071.16,0.62,A1121
13,Law Firm,191,10,1464.91,0.8,A1571
13,Law Firm,154,29,1496.96,0.94,A1782
13,Law Firm,117,18,1015.44,0.97,A1426
13,Law Firm,60,21,1560.91,0.92,A1620
13,Law Firm,59,15,1432.63,0.72,A1610
13,Law Firm,98,6,1320.58,0.89,A1809
13,Law Firm,95,21,983.41,0.7,A1633
13,Law Firm,162,2,1138.88,0.93,A1231
13,Law Firm,126,8,1741.95,0.92,A1794
13,Law Firm,81,20,833.04,0.83,A1535
13,Law Firm,166,16,1708.35,0.78,A1389
13,Law Firm,172,15,1360.01,0.64,A1461
13,Law Firm,155,13,1451.84,0.86,A1930
13,Law Firm,100,16,965.71,0.84,A1453
13,Law Firm,118,14,1072.87,0.97,A1304
13,Law Firm,54,17,784.37,0.7,A1880
13,Law Firm,86,12,1437.99,0.72,A1602
13,Law Firm,135,28,1327.22,0.74,A1439
13,Law Firm,117,24,1211.83,0.67,A1312
13,Law Firm,121,21,1046.76,0.65,A1582
13,Law Firm,192,5,1187.72,0.62,A1635
13,Law Firm,130,21,414.23,0.94,A1061
13,Law Firm,133,28,780.88,0.78,A1624
13,Law Firm,61,2,947.25,0.71,A1983
13,Law Firm,169,3,1320.96,0.8,A1757
13,Law Firm,133,5,1457.59,0.7,A1101
13,Law Firm,55,18,1059.58,0.62,A1970
13,Law Firm,105,8,1408.66,0.71,A1781
13,Law Firm,196,5,2065.27,0.89,A1212
14,Law Firm,136,17,922.86,0.88,A1270
14,Law Firm,171,3,1430.24,0.69,A1676
14,Law Firm,66,10,1459.78,0.69,A1083
14,Law Firm,109,29,1500.44,0.69,A1160
14,Law Firm,126,17,1575.85,0.73,A1245
14,Law Firm,78,28,1065.53,0.8,A1177
14,Law Firm,118,17,1136.27,0.99,A1565
14,Law Firm,185,9,1651.26,0.82,A1076
14,Law Firm,109,21,1300.98,0.76,A1160
14,Law Firm,153,10,1273.8,0.7,A1002
14,Law Firm,117,8,1399.41,0.73,A1418
14,Law Firm,194,5,1034.12,0.99,A1461
14,Law Firm,152,23,798.25,0.77,A1705
14,Law Firm,99,2,1247.92,0.74,A1608
14,Law Firm,61,10,1195.22,0.73,A1481
14,Law Firm,137,0,1474.8,0.97,A1298
14,Law Firm,151,17,883.1,0.72,A1033
14,Law Firm,149,23,882.45,0.65,A1237
14,Law Firm,95,22,1254.32,0.63,A1295
14,Law Firm,168,26,1590.98,0.89,A1723
14,Law Firm,55,11,961.82,0.68,A1289
14,Law Firm,104,3,367.64,0.96,A1719
14,Law Firm,56,24,1226.15,0.94,A1880
14,Law Firm,117,15,1946.84,0.66,A1464
14,Law Firm,186,1,1046.28,0.8,A1072
14,Law Firm,109,21,930.6,0.89,A1703
14,Law Firm,123,0,1249.02,0.63,A1239
14,Law Firm,185,5,841.31,0.76,A1946
14,Law Firm,62,22,1159.75,0.62,A1270
14,Law Firm,148,22,1323.63,0.75,A1806
14,Law Firm,108,28,1587.91,0.8,A1810
14,Law Firm,77,22,1204.35,0.79,A1640
14,Law Firm,196,25,1387.18,0.85,A1603
14,Law Firm,136,8,1590.15,0.81,A1677
14,Law Firm,110,2,1361.84,0.96,A1823
14,Law Firm,144,0,1468.36,0.82,A1956
14,Law Firm,45,6,1541.81,0.87,A1202
14,Law Firm,188,29,1325.41,0.69,A1435
14,Law Firm,136,9,1221.71,0.82,A1117
14,Law Firm,95,15,1264.36,0.87,A1557
14,Law Firm,54,29,1053.78,0.78,A1230
14,Law Firm,169,3,1360.09,0.8,A1663
14,Law Firm,52,14,1085.15,0.63,A1152
14,Law Firm,113,24,805.99,0.84,A1930
14,Law Firm,156,5,1264.47,0.68,A1272
14,Law Firm,136,16,777.89,0.69,A1846
14,Law Firm,96,1,769.04,0.92,A1145
14,Law Firm,107,16,1026.01,0.64,A1073
14,Law Firm,89,15,1694.72,0.69,A1061
14,Law Firm,185,22,1387.95,0.71,A1169
14,Law Firm,113,12,1310.71,0.72,A1811
14,Law Firm,84,17,1382.18,0.68,A1314
14,Law Firm,53,16,2003.39,0.83,A1609
14,Law Firm,147,8,1219.41,0.72,A1766
14,Law Firm,194,14,1322.49,0.63,A1844
14,Law Firm,65,24,1106.83,0.87,A1582
14,Law Firm,131,16,1027.24,0.74,A1943
14,Law Firm,81,18,330.03,0.82,A1295
14,Law Firm,115,16,1536.63,0.91,A1449
14,Law Firm,193,2,919.16,0.98,A1127
14,Law Firm,139,20,700.87,0.81,A1479
14,Law Firm,191,28,1514.74,0.89,A1705
14,Law Firm,168,16,1603.05,0.78,A1311
14,Law Firm,173,15,656.3,0.79,A1716
14,Law Firm,110,8,1097.72,0.83,A1412
14,Law Firm,65,24,1125.8,0.79,A1965
14,Law Firm,102,2,1173.77,0.79,A1278
14,Law Firm,179,25,1364.5,0.8,A1512
14,Law Firm,52,13,1096.07,0.65,A1552
14,Law Firm,195,15,716.53,0.6,A1505
14,Law Firm,105,9,1488.09,0.81,A1448
14,Law Firm,123,19,1338.75,0.88,A1082
14,Law Firm,170,22,1466.25,0.98,A1612
14,Law Firm,55,18,1428.25,0.73,A1040
14,Law Firm,173,12,1502.4,0.83,A1910
14,Law Firm,90,7,1035.12,0.78,A1442
14,Law Firm,87,18,1456.03,0.63,A1752
14,Law Firm,87,6,1089.18,0.93,A1330
14,Law Firm,50,14,837.55,0.88,A1618
14,Law Firm,76,8,1124.53,0.85,A1256
14,Law Firm,132,5,1389.04,0.93,A1026
14,Law Firm,164,2,636.98,0.72,A1093
14,Law Firm,53,9,1214.79,0.7,A1234
14,Law Firm,49,25,1430.65,0.64,A1984
14,Law Firm,154,0,1804.58,0.66,A1690
14,Law Firm,145,20,1587.19,0.84,A1856
14,Law Firm,171,17,1306.7,0.9,A1881
14,Law Firm,137,5,1257.47,0.67,A1589
14,Law Firm,90,10,1608.77,0.79,A1601
14,Law Firm,47,25,1692.18,0.73,A1973
14,Law Firm,92,3,1365.94,0.67,A1021
14,Law Firm,145,11,1035.54,0.8,A1783
14,Law Firm,125,20,1126.3,0.71,A1688
14,Law Firm,193,5,1458.49,0.93,A1841
14,Law Firm,83,21,1379.06,0.6,A1275
14,Law Firm,184,18,1130.31,0.89,A1590
14,Law Firm,191,18,1917.23,0.69,A1041
14,Law Firm,72,26,1313.13,0.91,A1781
14,Law Firm,96,19,1053.52,0.68,A1774
14,Law Firm,149,24,1390.0,0.9,A1179
15,Bank,71,9,904.5,0.61,A1531
15,Bank,165,22,1259.6,0.65,A1667
15,Bank,103,6,1553.26,0.7,A1452
15,Bank,123,2,1136.23,0.94,A1938
15,Bank,185,13,1563.5,0.95,A1284
15,Bank,92,9,735.46,0.76,A1185
15,Bank,178,1,1679.56,0.71,A1599
15,Bank,186,17,1440.64,0.78,A1446
15,Bank,58,25,957.19,0.72,A1650
15,Bank,63,1,1487.01,0.62,A1833
15,Bank,175,17,1261.43,0.81,A1503
15,Bank,52,18,1429.76,0.73,A1992
15,Bank,129,7,1410.21,0.64,A1093
15,Bank,147,27,2044.4,0.81,A1481
15,Bank,41,4,1520.02,0.73,A1356
15,Bank,190,7,1103.43,0.89,A1418
15,Bank,112,14,1298.68,0.95,A1341
15,Bank,116,8,1452.1,0.65,A1328
15,Bank,182,9,1814.87,0.76,A1686
15,Bank,138,14,1114.24,0.67,A1107
15,Bank,124,5,738.72,0.84,A1878
15,Bank,190,28,1156.53,0.78,A1164
15,Bank,190,26,1390.1,0.77,A1337
15,Bank,119,20,990.54,0.72,A1421
15,Bank,83,11,746.32,0.61,A1710
15,Bank,48,11,930.19,0.76,A1507
15,Bank,67,23,1130.45,0.79,A1295
15,Bank,97,13,802.14,0.64,A1678
15,Bank,107,20,1570.43,0.9,A1967
15,Bank,90,9,890.41,0.61,A1410
15,Bank,182,5,941.09,0.69,A1833
15,Bank,49,11,713.12,0.97,A1778
15,Bank,134,17,1160.23,0.76,A1563
15,Bank,137,3,1088.23,0.85,A1037
15,Bank,48,28,1336.71,0.81,A1465
15,Bank,160,22,1398.93,0.71,A1090
15,Bank,43,28,874.74,0.89,A1322
15,Bank,119,11,1835.02,0.69,A1258
15,Bank,137,9,1637.46,0.65,A1331
15,Bank,130,23,850.96,0.83,A1118
15,Bank,129,16,1531.35,0.63,A1993
15,Bank,98,8,1019.5,0.83,A1791
15,Bank,169,16,1521.11,0.61,A1413
15,Bank,198,14,1581.57,0.98,A1885
15,Bank,90,10,1467.39,0.88,A1526
15,Bank,119,24,1201.27,0.91,A1844
15,Bank,182,26,744.33,0.75,A1001
15,Bank,152,21,410.78,0.94,A1673
15,Bank,163,16,1387.54,0.69,A1890
15,Bank,123,14,1313.76,0.92,A1555
15,Bank,55,4,1221.4,0.93,A1473
15,Bank,186,29,435.17,0.84,A1423
15,Bank,101,3,1495.91,0.78,A1055
15,Bank,46,24,986.41,0.66,A1192
15,Bank,107,26,1147.39,0.99,A1530
15,Bank,81,8,1347.45,0.67,A1370
15,Bank,161,9,968.54,0.88,A1637
15,Bank,188,7,816.74,0.65,A1774
15,Bank,152,6,1583.59,0.63,A1510
15,Bank,184,4,1396.09,0.61,A1640
15,Bank,101,19,807.37,0.61,A1452
15,Bank,89,0,1780.32,0.64,A1778
15,Bank,136,29,1585.23,0.79,A1052
15,Bank,49,5,472.08,0.95,A1208
15,Bank,110,25,1403.65,0.62,A1273
15,Bank,155,19,1194.24,0.81,A1562
15,Bank,64,27,1140.1,0.73,A1134
15,Bank,96,28,687.85,0.92,A1949
15,Bank,136,0,1569.88,0.75,A1294
15,Bank,79,2,1301.1,0.88,A1448
15,Bank,94,19,1025.77,0.72,A1901
15,Bank,151,22,1122.58,0.75,A1715
15,Bank,156,12,1541.34,0.84,A1496
15,Bank,58,18,1022.7,0.87,A1124
15,Bank,157,9,1213.65,0.61,A1029
15,Bank,41,29,1367.5,0.87,A1996
15,Bank,56,4,1796.5,0.76,A1645
15,Bank,171,5,1884.15,0.65,A1623
15,Bank,197,11,1044.72,0.72,A1818
15,Bank,96,18,1110.52,0.84,A1245
15,Bank,56,29,1016.74,0.75,A1726
15,Bank,118,27,1351.34,0.69,A1162
15,Bank,195,23,1253.21,0.91,A1318
15,Bank,148,11,570.04,0.88,A1564
15,Bank,148,0,1033.15,0.67,A1014
15,Bank,142,27,1076.43,0.8,A1565
15,Bank,151,13,1267.52,0.86,A1417
15,Bank,121,11,1062.85,0.78,A1095
15,Bank,110,3,1172.49,0.75,A1230
15,Bank,74,17,933.67,0.7,A1861
15,Bank,197,3,1054.73,0.95,A1934
15,Bank,189,22,1476.94,0.65,A1116
15,Bank,164,5,1323.79,0.62,A1472
15,Bank,145,4,1019.28,0.88,A1969
15,Bank,81,5,1225.54,0.9,A1120
15,Bank,147,25,1678.49,0.91,A1663
15,Bank,110,29,1176.14,0.6,A1852
15,Bank,84,25,481.89,0.71,A1157
15,Bank,83,14,754.78,0.65,A1510
15,Bank,113,18,1137.46,0.63,A1955
16,Research Lab,115,28,1561.98,0.81,A1521
16,Research Lab,43,9,741.85,0.71,A1722
16,Research Lab,56,19,1072.92,0.87,A1279
16,Research Lab,60,23,790.31,0.94,A1425
16,Research Lab,191,26,769.94,0.72,A1854
16,Research Lab,93,2,568.47,0.7,A1494
16,Research Lab,147,24,1348.41,0.93,A1483
16,Research Lab,194,5,1315.03,0.87,A1249
16,Research Lab,138,16,683.65,0.87,A1467
16,Research Lab,61,14,925.16,0.65,A1564
16,Research Lab,106,2,1542.09,0.78,A1148
16,Research Lab,96,7,1949.66,0.77,A1392
16,Research Lab,167,12,1737.38,0.67,A1195
16,Research Lab,177,9,1244.21,0.88,A1943
16,Research Lab,106,7,1185.7,0.72,A1613
16,Research Lab,109,8,1066.65,0.65,A1520
16,Research Lab,59,24,1176.85,0.82,A1764
16,Research Lab,78,16,1007.68,0.78,A1900
16,Research Lab,109,28,1477.82,0.72,A1139
16,Research Lab,123,24,750.66,0.77,A1884
16,Research Lab,152,28,1678.39,0.7,A1071
16,Research Lab,153,14,1199.18,0.7,A1282
16,Research Lab,57,5,631.07,0.7,A1791
16,Research Lab,162,15,1197.73,0.99,A1808
16,Research Lab,126,0,1257.45,0.79,A1874
16,Research Lab,41,29,931.94,0.86,A1424
16,Research Lab,98,4,1466.63,0.92,A1348
16,Research Lab,63,28,1308.36,0.63,A1956
16,Research Lab,97,12,1078.13,0.75,A1806
16,Research Lab,92,14,1014.95,0.78,A1519
16,Research Lab,87,18,929.19,0.85,A1273
16,Research Lab,78,3,1484.08,0.78,A1840
16,Research Lab,103,28,1524.02,0.93,A1002
16,Research Lab,141,13,1482.84,0.61,A1289
16,Research Lab,150,17,1211.8,0.81,A1743
16,Research Lab,195,6,1514.71,0.9,A1305
16,Research Lab,82,5,790.94,0.64,A1857
16,Research Lab,165,11,1325.8,0.83,A1601
16,Research Lab,108,8,882.47,0.96,A1593
16,Research Lab,49,17,450.58,0.72,A1675
16,Research Lab,124,16,1391.93,0.98,A1501
16,Research Lab,172,13,1124.98,0.92,A1886
16,Research Lab,129,5,1098.19,0.73,A1152
16,Research Lab,54,26,1155.62,0.64,A1457
16,Research Lab,183,4,1328.74,0.98,A1551
16,Research Lab,94,10,984.99,0.63,A1495
16,Research Lab,194,5,2032.89,0.65,A1353
16,Research Lab,178,7,1211.91,0.69,A1340
16,Research Lab,156,6,1136.25,0.73,A1565
16,Research Lab,48,14,1553.68,0.87,A1781
16,Research Lab,177,28,1392.27,0.67,A1556
16,Research Lab,76,21,1318.32,0.97,A1386
16,Research Lab,132,15,903.62,0.68,A1466
16,Research Lab,156,0,1219.31,0.81,A1955
16,Research Lab,130,23,1181.29,0.7,A1329
16,Research Lab,111,22,1347.27,0.87,A1890
16,Research Lab,81,6,864.22,0.87,A1193
16,Research Lab,105,24,1494.18,0.9,A1714
16,Research Lab,194,0,1207.46,0.73,A1244
16,Research Lab,164,2,954.37,0.83,A1585
16,Research Lab,97,5,1520.23,0.86,A1392
16,Research Lab,187,6,1366.11,0.97,A1239
16,Research Lab,104,0,1259.85,0.61,A1876
16,Research Lab,144,14,1175.72,0.91,A1794
16,Research Lab,94,10,1365.25,0.62,A1420
16,Research Lab,116,0,815.23,0.61,A1044
16,Research Lab,74,23,1464.34,0.66,A1325
16,Research Lab,183,14,1200.4,0.87,A1762
16,Research Lab,50,0,958.45,0.77,A1484
16,Research Lab,180,9,1523.05,0.6,A1722
16,Research Lab,142,8,1460.55,0.7,A1935
16,Research Lab,42,11,613.29,0.7,A1830
16,Research Lab,65,0,1287.98,0.95,A1390
16,Research Lab,199,3,977.17,0.81,A1395
16,Research Lab,156,3,1227.86,0.78,A1679
16,Research Lab,74,15,786.76,0.92,A1811
16,Research Lab,75,24,1360.11,0.8,A1840
16,Research Lab,108,18,2007.71,0.65,A1667
16,Research Lab,146,12,1053.69,0.86,A1155
16,Research Lab,61,1,1522.3,0.86,A1507
16,Research Lab,167,11,783.64,0.62,A1987
16,Research Lab,124,16,1429.16,0.95,A1037
16,Research Lab,198,18,1350.25,0.86,A1129
16,Research Lab,98,0,936.46,0.98,A1514
16,Research Lab,142,25,1422.74,0.64,A1988
16,Research Lab,162,4,1008.72,0.92,A1604
16,Research Lab,171,11,746.91,0.63,A1339
16,Research Lab,172,16,1182.73,0.64,A1890
16,Research Lab,71,9,1391.15,0.78,A1102
16,Research Lab,185,8,798.54,0.71,A1895
16,Research Lab,68,28,1065.59,0.72,A1865
16,Research Lab,196,14,898.59,0.75,A1450
16,Research Lab,121,17,1283.49,0.69,A1102
16,Research Lab,53,2,1108.52,0.76,A1538
16,Research Lab,101,9,1126.72,0.92,A1932
16,Research Lab,96,5,1330.29,0.63,A1467
16,Research Lab,158,13,866.45,0.63,A1015
16,Research Lab,137,11,1426.7,0.85,A1739
16,Research Lab,108,12,1021.08,0.71,A1147
16,Research Lab,170,25,1110.25,0.75,A1419
17,Law Firm,69,8,846.91,0.66,A1076
17,Law Firm,83,2,1746.16,0.92,A1480
17,Law Firm,176,1,1262.84,0.96,A1800
17,Law Firm,116,13,904.64,0.79,A1992
17,Law Firm,145,11,1250.13,0.74,A1271
17,Law Firm,69,6,1211.52,0.65,A1346
17,Law Firm,157,22,1489.32,0.73,A1638
17,Law Firm,88,9,1308.76,0.92,A1709
17,Law Firm,50,6,1109.52,0.85,A1407
17,Law Firm,153,10,1224.34,0.89,A1665
17,Law Firm,163,29,823.96,0.97,A1082
17,Law Firm,59,7,1206.74,0.94,A1872
17,Law Firm,44,10,1030.9,0.6,A1336
17,Law Firm,79,25,1324.58,0.77,A1872
17,Law Firm,122,17,1195.02,0.88,A1690
17,Law Firm,136,14,1168.25,0.98,A1879
17,Law Firm,174,25,1052.93,0.77,A1546
17,Law Firm,156,4,880.52,0.83,A1389
17,Law Firm,172,21,1004.01,0.87,A1977
17,Law Firm,156,29,1218.08,0.96,A1324
17,Law Firm,78,0,594.8,0.82,A1641
17,Law Firm,152,5,350.3,0.91,A1735
17,Law Firm,145,23,1674.16,0.84,A1908
17,Law Firm,56,22,1403.54,0.68,A1777
17,Law Firm,109,13,1310.13,0.81,A1499
17,Law Firm,138,13,1159.92,0.81,A1893
17,Law Firm,190,15,960.11,0.84,A1554
17,Law Firm,177,20,1125.69,0.72,A1036
17,Law Firm,48,14,1550.38,0.96,A1632
17,Law Firm,73,2,1168.55,0.8,A1070
17,Law Firm,159,26,829.55,0.83,A1240
17,Law Firm,106,17,1487.27,0.98,A1646
17,Law Firm,155,11,822.59,0.88,A1700
17,Law Firm,168,26,1419.48,0.6,A1943
17,Law Firm,68,17,1206.51,0.61,A1294
17,Law Firm,63,2,916.09,0.81,A1232
17,Law Firm,178,22,1334.07,0.85,A1764
17,Law Firm,182,27,1316.57,0.68,A1092
17,Law Firm,82,15,818.58,0.6,A1444
17,Law Firm,70,18,825.81,0.76,A1100
17,Law Firm,68,2,1582.53,0.61,A1778
17,Law Firm,106,21,1437.26,0.72,A1648
17,Law Firm,176,5,1399.88,0.76,A1720
17,Law Firm,145,26,1373.39,0.76,A1893
17,Law Firm,83,3,1271.37,0.87,A1102
17,Law Firm,170,11,1026.36,0.92,A1454
17,Law Firm,85,21,606.88,0.98,A1170
17,Law Firm,133,13,1525.24,0.61,A1710
17,Law Firm,70,10,1416.85,0.86,A1306
17,Law Firm,60,25,1233.54,0.61,A1925
17,Law Firm,124,28,1456.83,0.86,A1029
17,Law Firm,64,1,1372.52,0.9,A1047
17,Law Firm,65,5,1494.8,0.81,A1332
17,Law Firm,44,12,1036.96,0.68,A1815
17,Law Firm,87,24,1269.66,0.9,A1057
17,Law Firm,61,6,997.32,0.7,A1300
17,Law Firm,170,27,1200.49,0.78,A1367
17,Law Firm,55,17,1324.43,0.7,A1383
17,Law Firm,148,9,1129.23,0.94,A1441
17,Law Firm,176,7,1077.93,0.88,A1149
17,Law Firm,167,17,750.82,0.91,A1250
17,Law Firm,75,16,1584.28,0.85,A1543
17,Law Firm,113,23,1059.25,0.76,A1421
17,Law Firm,99,22,1570.27,0.77,A1579
17,Law Firm,68,22,1276.37,0.63,A1698
17,Law Firm,60,16,1531.69,0.79,A1811
17,Law Firm,181,28,1523.56,0.79,A1184
17,Law Firm,116,17,1101.68,0.79,A1174
17,Law Firm,72,6,1841.46,0.96,A1179
17,Law Firm,56,18,1595.43,0.69,A1080
17,Law Firm,159,4,1975.14,0.98,A1624
17,Law Firm,127,20,1574.64,0.64,A1891
17,Law Firm,183,25,1139.78,0.68,A1391
17,Law Firm,46,15,823.16,0.94,A1634
17,Law Firm,55,7,1128.8,0.86,A1699
17,Law Firm,56,8,1052.31,0.79,A1246
17,Law Firm,66,19,1100.01,0.86,A1509
17,Law Firm,42,19,1254.56,0.9,A1934
17,Law Firm,94,0,880.13,0.92,A1597
17,Law Firm,85,25,1913.7,0.77,A1146
17,Law Firm,98,28,1152.51,0.79,A1237
17,Law Firm,63,12,1144.84,0.83,A1472
17,Law Firm,130,24,1168.26,0.65,A1653
17,Law Firm,76,25,1187.83,0.79,A1260
17,Law Firm,103,7,1460.63,0.62,A1470
17,Law Firm,92,27,844.1,0.6,A1261
17,Law Firm,50,16,1215.16,0.72,A1682
17,Law Firm,179,14,1646.94,0.71,A1009
17,Law Firm,140,4,1274.34,0.63,A1920
17,Law Firm,169,19,1680.39,0.64,A1823
17,Law Firm,171,21,1256.06,0.91,A1476
17,Law Firm,114,27,1376.74,0.74,A1922
17,Law Firm,162,7,1288.8,0.67,A1294
17,Law Firm,89,13,1317.89,0.79,A1693
17,Law Firm,176,2,1355.72,0.67,A1559
17,Law Firm,117,23,906.76,0.67,A1161
17,Law Firm,78,24,1461.22,0.65,A1075
17,Law Firm,125,20,1484.64,0.66,A1452
17,Law Firm,89,22,790.46,0.79,A1967
17,Law Firm,48,24,986.84,0.98,A1353
18,Research Lab,140,20,1039.73,0.93,A1654
18,Research Lab,45,21,1245.27,0.6,A1985
18,Research Lab,179,3,646.5,0.88,A1434
18,Research Lab,196,16,1435.68,0.79,A1706
18,Research Lab,195,13,995.59,0.65,A1256
18,Research Lab,121,23,1490.35,0.87,A1467
18,Research Lab,63,5,944.28,0.69,A1865
18,Research Lab,83,11,1342.61,0.68,A1309
18,Research Lab,195,7,968.47,0.96,A1203
18,Research Lab,155,28,1682.86,0.96,A1393
18,Research Lab,162,17,1510.72,0.87,A1873
18,Research Lab,157,12,1001.65,0.87,A1494
18,Research Lab,171,26,1245.46,0.82,A1109
18,Research Lab,65,24,677.58,0.9,A1242
18,Research Lab,46,7,1051.04,0.64,A1390
18,Research Lab,92,17,853.95,0.97,A1585
18,Research Lab,147,15,87.36,0.6,A1367
18,Research Lab,147,14,1726.44,0.75,A1588
18,Research Lab,187,18,1605.33,0.94,A1302
18,Research Lab,46,22,1587.82,0.96,A1716
18,Research Lab,149,1,1699.12,0.9,A1302
18,Research Lab,80,15,1291.57,0.67,A1022
18,Research Lab,64,19,1236.26,0.95,A1849
